"natc","codeTerme","codeTermePere","libAbr","libelle","Level"
510,100510,100506,"A11ED","Complexe vitaminique b avec steroides anabolisants",4
511,100511,100506,"A11EX","Complexe vitaminique b, autres associations",4
512,100512,100479,"A11G","Acide ascorbique (vit c), associations incluses",3
513,100513,100512,"A11GA","Acide ascorbique (vit c), non associee",4
514,100514,100513,"A11GA01","Ascorbique acide (vit c)",5
515,100515,100512,"A11GB","Acide ascorbique (vit c), associations",4
516,100516,100515,"A11GB01","Ascorbique acide (vit c) et calcium",5
517,100517,100479,"A11H","Autres preparations vitaminiques",3
518,100518,100517,"A11HA","Autres preparations vitaminiques non associees",4
519,100519,100518,"A11HA01","Nicotinamide",5
520,100520,100518,"A11HA02","Pyridoxine (vit b6)",5
521,100521,100518,"A11HA03","Tocophérol (vit be)",5
522,100522,100518,"A11HA04","Riboflavine (vit b2)",5
523,100523,100518,"A11HA05","Biotine",5
524,100524,100518,"A11HA06","Pyridoxal phosphate",5
525,100525,100518,"A11HA30","Dexpanthenol",5
526,100526,100518,"A11HA31","Calcium pantothénate",5
527,100527,100518,"A11HA32","Pantéthine",5
528,100528,100479,"A11J","Autres medicaments vitaminiques, associations",3
529,100529,100528,"A11JA","Associations de vitamines",4
530,100530,100528,"A11JB","Vitamines avec mineraux",4
531,100531,100528,"A11JC","Vitamines, autres associations",4
532,100532,100001,"A12","Supplements mineraux",2
533,100533,100532,"A12A","Calcium",3
534,100534,100533,"A12AA","Derives calciques",4
535,100535,100534,"A12AA01","Calcium phosphate",5
536,100536,100534,"A12AA02","Calcium glubionate",5
537,100537,100534,"A12AA03","Calcium gluconate",5
538,100538,100534,"A12AA04","Calcium carbonate",5
539,100539,100534,"A12AA05","Calcium lactate",5
540,100540,100534,"A12AA06","Calcium gluconolactate",5
541,100541,100534,"A12AA07","Calcium chlorure",5
542,100542,100534,"A12AA08","Calcium glycérophosphate",5
543,100543,100534,"A12AA09","Calcium citrate lysine complexe",5
544,100544,100534,"A12AA10","Calcium glucoheptonate",5
545,100545,100534,"A12AA11","Calcium pangamate",5
546,100546,100534,"A12AA12","Calcium acétate anhydre",5
547,100547,100534,"A12AA20","Calcium (différents sels en association)",5
548,100548,100534,"A12AA30","Calcium lévulinate",5
549,100549,100533,"A12AX","Calcium en association avec d'autres substances",4
550,100550,100532,"A12B","Potassium",3
551,100551,100550,"A12BA","Derives potassiques",4
552,100552,100551,"A12BA01","Potassium chlorure",5
553,100553,100551,"A12BA02","Potassium citrate",5
554,100554,100551,"A12BA03","Potassium bitartrate",5
555,100555,100551,"A12BA04","Potassium bicarbonate",5
556,100556,100551,"A12BA05","Potassium gluconate",5
557,100557,100551,"A12BA30","Associations",5
558,100558,100551,"A12BA51","Potassium chlorure en association",5
559,100559,100532,"A12C","Autres supplements mineraux",3
560,100560,100559,"A12CA","Sodium",4
561,100561,100560,"A12CA01","Sodium chlorure",5
562,100562,100560,"A12CA02","Sodium sulfate",5
563,100563,100559,"A12CB","Zinc",4
564,100564,100563,"A12CB01","Zinc sulfate",5
565,100565,100563,"A12CB02","Zinc gluconate",5
566,100566,100563,"A12CB03","Zinc protéine complexe",5
567,100567,100559,"A12CC","Magnesium",4
568,100568,100567,"A12CC01","Magnésium chlorure",5
569,100569,100567,"A12CC02","Magnésium sulfate",5
570,100570,100567,"A12CC03","Magnésium gluconate",5
571,100571,100567,"A12CC04","Magnésium citrate",5
572,100572,100567,"A12CC05","Magnésium aspartate",5
573,100573,100567,"A12CC06","Magnésium lactate",5
574,100574,100567,"A12CC07","Magnésium lévulinate",5
575,100575,100567,"A12CC08","Magnésium pidolate",5
576,100576,100567,"A12CC09","Magnésium orotate",5
577,100577,100567,"A12CC30","Magnésium (différents sels en association)",5
578,100578,100559,"A12CD","Fluorure",4
579,100579,100578,"A12CD01","Sodium fluorure",5
580,100580,100578,"A12CD02","Sodium monofluorophosphate",5
581,100581,100578,"A12CD51","Fluorure en association",5
582,100582,100559,"A12CE","Selenium",4
583,100583,100582,"A12CE01","Sodium sélénate",5
584,100584,100559,"A12CX","Autres elements mineraux",4
585,100585,100001,"A13","Toniques",2
586,100586,100585,"A13A","Toniques",3
587,100587,100001,"A14","Anabolisants a usage systemique",2
588,100588,100587,"A14A","Steroides anabolisants",3
589,100589,100588,"A14AA","Derives de l'androstane",4
590,100590,100589,"A14AA01","Androstanolone",5
591,100591,100589,"A14AA02","Stanozolol",5
592,100592,100589,"A14AA03","Métandiénone",5
593,100593,100589,"A14AA04","Méténolone",5
594,100594,100589,"A14AA05","Oxymétholone",5
595,100595,100589,"A14AA06","Quinbolone",5
596,100596,100589,"A14AA07","Prastérone",5
597,100597,100589,"A14AA08","Oxandrolone",5
598,100598,100589,"A14AA09","Norethandrolone",5
599,100599,100588,"A14AB","Derives de l'oestrone",4
600,100600,100599,"A14AB01","Nandrolone",5
601,100601,100599,"A14AB02","Ethylestrénol",5
602,100602,100599,"A14AB03","Oxabolone cipionate",5
603,100603,100587,"A14B","Autres anabolisants",3
604,100604,100001,"A15","Stimulants de l'appetit",2
605,100605,100001,"A16","Autres medicaments des voies digestives et du metabolisme",2
606,100606,100605,"A16A","Autres medicaments des voies digestives et du metabolisme",3
607,100607,100606,"A16AA","Acides amines et derives",4
608,100608,100607,"A16AA01","L carnitine",5
609,100609,100607,"A16AA02","Adéméthionine",5
610,100610,100607,"A16AA03","Lévoglutamide",5
611,100611,100607,"A16AA04","Mercaptamine",5
612,100612,100606,"A16AB","Enzymes",4
613,100613,100612,"A16AB01","Alglucérase",5
614,100614,100612,"A16AB02","Imiglucérase",5
615,100615,100606,"A16AX","Divers medicaments des voies digestives et du metabolisme",4
616,100616,100615,"A16AX01","Tioctique acide",5
617,100617,100615,"A16AX02","Anéthole trithione",5
618,100618,100615,"A16AX03","Phenylbutyrate sodique",5
619,100619,0,"B","SANG ET ORGANES HEMATOPOIETIQUES",1
620,100620,100619,"B01","Antithrombotiques",2
621,100621,100620,"B01A","Antithrombotiques",3
622,100622,100621,"B01AA","Antivitamines k",4
623,100623,100622,"B01AA01","Dicoumarol",5
624,100624,100622,"B01AA02","Phénindione",5
625,100625,100622,"B01AA03","Warfarine",5
626,100626,100622,"B01AA04","Phenprocoumone",5
627,100627,100622,"B01AA07","Acénocoumarol",5
628,100628,100622,"B01AA08","Ethyl biscoumacétate",5
629,100629,100622,"B01AA09","Clorindione",5
630,100630,100622,"B01AA10","Diphénadione",5
631,100631,100622,"B01AA11","Tioclomarol",5
632,100632,100621,"B01AB","Groupe de l'heparine",4
633,100633,100632,"B01AB01","Heparine",5
634,100634,100632,"B01AB02","Antithrombine iii",5
635,100635,100632,"B01AB04","Daltéparine",5
636,100636,100632,"B01AB05","Enoxaparine",5
637,100637,100632,"B01AB06","Nadroparine",5
638,100638,100632,"B01AB07","Parnaparine",5
639,100639,100632,"B01AB08","Réviparine",5
640,100640,100632,"B01AB09","Danaparoïde",5
641,100641,100632,"B01AB10","Tinzaparine",5
642,100642,100632,"B01AB11","Sulodexide",5
643,100643,100632,"B01AB51","Héparine en association",5
644,100644,100621,"B01AC","Inhibiteurs de l'agregation plaquettaire, heparine exclue",4
645,100645,100644,"B01AC01","Ditazole",5
646,100646,100644,"B01AC02","Cloricromen",5
647,100647,100644,"B01AC03","Picotamide",5
648,100648,100644,"B01AC04","Clopidogrel",5
649,100649,100644,"B01AC05","Ticlopidine",5
650,100650,100644,"B01AC06","Acétylsalicylique acide",5
651,100651,100644,"B01AC07","Dipyridamole",5
652,100652,100644,"B01AC08","Carbasalate calcique",5
653,100653,100644,"B01AC09","Epoprosténol",5
654,100654,100644,"B01AC10","Indobufen",5
655,100655,100644,"B01AC11","Iloprost",5
656,100656,100644,"B01AC13","Abciximab",5
657,100657,100644,"B01AC14","Anagrélide",5
658,100658,100644,"B01AC15","Aloxiprine",5
659,100659,100644,"B01AC16","Intrifiban",5
660,100660,100644,"B01AC30","Associations",5
661,100661,100621,"B01AD","Enzymes",4
662,100662,100661,"B01AD01","Streptokinase",5
663,100663,100661,"B01AD02","Alteplase",5
664,100664,100661,"B01AD03","Anistreplase",5
665,100665,100661,"B01AD04","Urokinase",5
666,100666,100661,"B01AD05","Fibrinolysine",5
667,100667,100661,"B01AD06","Brinase",5
668,100668,100661,"B01AD07","Reteplase",5
669,100669,100661,"B01AD08","Saruplase",5
670,100670,100621,"B01AX","Autres antithrombotiques",4
671,100671,100670,"B01AX01","Défibrotide",5
672,100672,100670,"B01AX02","Desirudine",5
673,100673,100670,"B01AX03","Lepirudine",5
674,100674,100619,"B02","Antihemorragiques",2
675,100675,100674,"B02A","Antifibrinolytiques",3
676,100676,100675,"B02AA","Acides amines",4
677,100677,100676,"B02AA01","Aminocaproïque acide",5
678,100678,100676,"B02AA02","Tranéxamique acide",5
679,100679,100676,"B02AA03","Aminométhylbenzoïque acide",5
680,100680,100675,"B02AB","Inhibiteurs de proteinases",4
681,100681,100680,"B02AB01","Aprotinine",5
682,100682,100680,"B02AB02","Alfa 1 antitrypsine",5
683,100683,100680,"B02AB03","Inhibiteur c1",5
684,100684,100680,"B02AB04","Camostat",5
685,100685,100674,"B02B","Vitamine k et autres hemostatiques",3
686,100686,100685,"B02BA","Vitamine k",4
687,100687,100686,"B02BA01","Phytoménadione",5
688,100688,100686,"B02BA02","Ménadione",5
689,100689,100685,"B02BB","Fibrinogene",4
690,100690,100689,"B02BB01","Fibrinogene humain",5
691,100691,100685,"B02BC","Hemostatiques locaux",4
692,100692,100691,"B02BC01","Eponge de gélatine absorbable",5
693,100693,100691,"B02BC02","Cellulose oxydée",5
694,100694,100691,"B02BC03","Tétragalacturonique acide  hydroxyméthylester",5
695,100695,100691,"B02BC05","Adrénalone",5
696,100696,100691,"B02BC06","Thrombine",5
697,100697,100691,"B02BC07","Collagene",5
698,100698,100691,"B02BC08","Calcium alginate",5
699,100699,100691,"B02BC09","Epinephrine",5
700,100700,100691,"B02BC10","Fibrinogene humain",5
701,100701,100685,"B02BD","Facteurs de la coagulation sanguine",4
702,100702,100701,"B02BD01","Facteurs de coagulation ix, ii, vii et x en association",5
703,100703,100701,"B02BD02","Facteur viii de coagulation",5
704,100704,100701,"B02BD03","Complexe prothrombique activé",5
705,100705,100701,"B02BD04","Facteur ix de coagulation",5
706,100706,100701,"B02BD05","Facteur vii de coagulation",5
707,100707,100701,"B02BD06","Facteur von willebrand et facteur viii de coagulation en",5
708,100708,100701,"B02BD07","Facteur xiii de coagulation",5
709,100709,100701,"B02BD08","Eptacog alfa (active)",5
710,100710,100701,"B02BD30","Thrombine",5
711,100711,100685,"B02BX","Autres hemostatiques systemiques",4
712,100712,100711,"B02BX01","Etamsylate",5
713,100713,100711,"B02BX02","Carbazochrome",5
714,100714,100711,"B02BX03","Batroxobine",5
715,100715,100619,"B03","Preparations antianemiques",2
716,100716,100715,"B03A","Preparations martiales",3
717,100717,100716,"B03AA","Fer bivalent, préparations orales",4
718,100718,100717,"B03AA01","Sulfate ferreux",5
719,100719,100717,"B03AA02","Fumarate ferreux",5
720,100720,100717,"B03AA03","Gluconate ferreux",5
721,100721,100717,"B03AA04","Carbonate ferreux",5
722,100722,100717,"B03AA05","Chlorure ferreux",5
723,100723,100717,"B03AA06","Succinate ferreux",5
724,100724,100717,"B03AA07","Sulfate ferreux",5
725,100725,100717,"B03AA08","Tartrate ferreux",5
726,100726,100717,"B03AA09","Aspartate ferreux",5
727,100727,100717,"B03AA10","Ascorbate ferreux",5
728,100728,100717,"B03AA11","Iodure ferreux",5
729,100729,100716,"B03AB","Fer trivalent, préparations orales",4
730,100730,100729,"B03AB01","Citrate de fer sodique",5
731,100731,100729,"B03AB02","Oxyde de fer sucré",5
732,100732,100729,"B03AB03","Edétate de fer sodique",5
733,100733,100729,"B03AB04","Hydroxyde ferrique",5
734,100734,100729,"B03AB05","Dextriferron",5
735,100735,100729,"B03AB06","Citrate ferrique",5
736,100736,100729,"B03AB07","Complexe fer - chondroïtine sulfate",5
737,100737,100729,"B03AB08","Acetyl transferrine ferrique",5
738,100738,100729,"B03AB09","Proteinosuccinylate ferrique",5
739,100739,100716,"B03AC","Fer trivalent, préparations parentérales",4
740,100740,100739,"B03AC01","Dextriferron",5
741,100741,100739,"B03AC02","Oxyde de fer sucré",5
742,100742,100739,"B03AC03","Complexe fer - sorbitol - acide citrique",5
743,100743,100739,"B03AC05","Complexe sorbitol ferrique - acide gluconique",5
744,100744,100739,"B03AC06","Complexe oxyde ferrique - dextran",5
745,100745,100716,"B03AD","Fer en association avec l'acide folique",4
746,100746,100745,"B03AD01","Complexe d'acides aminés ferreux",5
747,100747,100745,"B03AD02","Fumarate ferreux",5
748,100748,100745,"B03AD03","Sulfate ferreux",5
749,100749,100716,"B03AE","Fer dans d'autres associations",4
750,100750,100749,"B03AE01","Fer, vitamine b12 et acide folique",5
751,100751,100749,"B03AE02","Fer, polyvitamines et acide folique",5
752,100752,100749,"B03AE03","Fer et polyvitamines",5
753,100753,100749,"B03AE04","Fer, polyvitamines et minéraux",5
754,100754,100749,"B03AE10","Associations diverses",5
755,100755,100715,"B03B","Vitamine b12 et acide folique",3
756,100756,100755,"B03BA","Vitamine b12 (cyanocobalamine et derives)",4
757,100757,100756,"B03BA01","Cyanocobalamine",5
758,100758,100756,"B03BA02","Complexe cyanocobalamine - tanin",5
759,100759,100756,"B03BA03","Hydroxocobalamine",5
760,100760,100756,"B03BA04","Cobamamide",5
761,100761,100756,"B03BA51","Cyanocobalamine en association",5
762,100762,100756,"B03BA53","Hydroxocobalamine en association",5
763,100763,100755,"B03BB","Acide folique et derives",4
764,100764,100763,"B03BB01","Folique acide",5
765,100765,100763,"B03BB51","Folique acide en association",5
766,100766,100715,"B03X","Autres preparations antianemiques",3
767,100767,100766,"B03XA","Autres preparations anitanemiques",4
768,100768,100767,"B03XA01","Erythropoïétine",5
769,100769,100619,"B05","Substituts du plasma et solutions de perfusion",2
770,100770,100769,"B05A","Sang et derives",3
771,100771,100770,"B05AA","Substituts du sang et fractions proteiques plasmatiques",4
772,100772,100771,"B05AA01","Albumine",5
773,100773,100771,"B05AA02","Autres fractions protéiques plasmatiques",5
774,100774,100771,"B05AA03","Substituts du sang fluorocarbonés",5
775,100775,100771,"B05AA05","Dextran",5
776,100776,100771,"B05AA06","Gélatines",5
777,100777,100771,"B05AA07","Hydroxyéthylamidon",5
778,100778,100771,"B05AA08","Hemoglobine crosfumaril",5
779,100779,100769,"B05B","Solutions intraveineuses",3
780,100780,100779,"B05BA","Solutions pour nutrition parenterale",4
781,100781,100780,"B05BA01","Acides amines",5
782,100782,100780,"B05BA02","Emulsions lipidiques",5
783,100783,100780,"B05BA03","Hydrates de carbone",5
784,100784,100780,"B05BA04","Hydrolysats de protéines",5
785,100785,100780,"B05BA10","Associations",5
786,100786,100779,"B05BB","Solutions modifiant le bilan electrolytique",4
787,100787,100786,"B05BB01","Electrolytes",5
788,100788,100786,"B05BB02","Electrolytes avec hydrates de carbone",5
789,100789,100786,"B05BB03","Trométamol",5
790,100790,100779,"B05BC","Solutions produisant une  diurese osmotique",4
791,100791,100790,"B05BC01","Mannitol",5
792,100792,100790,"B05BC02","Urée",5
793,100793,100769,"B05C","Solutions d'irrigation",3
794,100794,100793,"B05CA","Antiinfectieux",4
795,100795,100794,"B05CA01","Cétylpyridinium",5
796,100796,100794,"B05CA02","Chlorhexidine",5
797,100797,100794,"B05CA03","Nitrofurazone",5
798,100798,100794,"B05CA04","Sulfaméthizole",5
799,100799,100794,"B05CA05","Taurolidine",5
800,100800,100794,"B05CA06","Mandélique acide",5
801,100801,100794,"B05CA07","Noxytioline",5
802,100802,100794,"B05CA08","Ethacridine lactate",5
803,100803,100794,"B05CA09","Neomycine",5
804,100804,100794,"B05CA10","Associations",5
805,100805,100793,"B05CB","Solutions salines",4
806,100806,100805,"B05CB01","Sodium chlorure",5
807,100807,100805,"B05CB02","Sodium citrate",5
808,100808,100805,"B05CB03","Magnésium citrate",5
809,100809,100805,"B05CB04","Sodium bicarbonate",5
810,100810,100805,"B05CB10","Associations",5
811,100811,100793,"B05CX","Autres solutions d'irrigation",4
812,100812,100811,"B05CX01","Glucose",5
813,100813,100811,"B05CX02","Sorbitol",5
814,100814,100811,"B05CX03","Glycine",5
815,100815,100811,"B05CX04","Mannitol",5
816,100816,100811,"B05CX10","Associations",5
817,100817,100769,"B05D","Solutions pour dialyse peritoneale",3
818,100818,100817,"B05DA","Solutions isotoniques",4
819,100819,100817,"B05DB","Solutions hypertoniques",4
820,100820,100769,"B05X","Additifs pour solutions intraveineuses",3
821,100821,100820,"B05XA","Solutions d'electrolytes",4
822,100822,100821,"B05XA01","Potassium chlorure",5
823,100823,100821,"B05XA02","Sodium bicarbonate",5
824,100824,100821,"B05XA03","Sodium chlorure",5
825,100825,100821,"B05XA04","Ammonium chlorure",5
826,100826,100821,"B05XA05","Magnésium sulfate",5
827,100827,100821,"B05XA06","Potassium phosphate, associations avec d'autres sels de",5
828,100828,100821,"B05XA07","Calcium chlorure",5
829,100829,100821,"B05XA08","Sodium acétate",5
830,100830,100821,"B05XA09","Sodium phosphate",5
831,100831,100821,"B05XA10","Magnésium phosphate",5
832,100832,100821,"B05XA11","Magnésium chlorure",5
833,100833,100821,"B05XA12","Zinc chlorure",5
834,100834,100821,"B05XA13","Chlorhydrique acide",5
835,100835,100821,"B05XA14","Sodium glycérophosphate",5
836,100836,100821,"B05XA15","Potassium lactate",5
837,100837,100821,"B05XA16","Solutions cardioplegiques",5
838,100838,100821,"B05XA30","Associations d'électrolytes",5
839,100839,100821,"B05XA31","Electrolytes en association àvec d'autres substances",5
840,100840,100820,"B05XB","Acides amines",4
841,100841,100840,"B05XB01","Arginine chlorhydrate",5
